model_number,model_type,model_params,all_validation_scores,mean_validation_score,all_test_scores,mean_test_score
10,random_forest,"{'n_estimators': 160, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.77, 0.78, 0.67, 0.73, 0.77, 0.78, 0.7, 0.77, 0.83, 0.77, 0.78, 0.72, 0.75, 0.7, 0.62, 0.8, 0.77, 0.73, 0.73, 0.73]",0.745,"[]",-
11,random_forest,"{'n_estimators': 120, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.75, 0.78, 0.7, 0.8, 0.77, 0.78, 0.73, 0.75, 0.83, 0.73, 0.77, 0.72, 0.77, 0.73, 0.62, 0.78, 0.75, 0.73, 0.72, 0.68]",0.744,"[]",-
12,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.78, 0.68, 0.75, 0.75, 0.8, 0.73, 0.75, 0.85, 0.73, 0.75, 0.72, 0.77, 0.72, 0.62, 0.77, 0.77, 0.78, 0.77, 0.72]",0.744,"[]",-
13,random_forest,"{'n_estimators': 70, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.77, 0.67, 0.8, 0.77, 0.8, 0.72, 0.77, 0.83, 0.75, 0.78, 0.7, 0.75, 0.72, 0.62, 0.77, 0.77, 0.7, 0.8, 0.7]",0.744,"[]",-
14,random_forest,"{'n_estimators': 110, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.78, 0.67, 0.8, 0.75, 0.82, 0.72, 0.73, 0.83, 0.7, 0.77, 0.7, 0.77, 0.75, 0.62, 0.78, 0.73, 0.77, 0.77, 0.7]",0.743,"[]",-
15,random_forest,"{'n_estimators': 270, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.78, 0.68, 0.75, 0.8, 0.78, 0.75, 0.77, 0.83, 0.72, 0.8, 0.7, 0.75, 0.7, 0.62, 0.75, 0.75, 0.73, 0.75, 0.72]",0.741,"[]",-
16,random_forest,"{'n_estimators': 150, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.78, 0.67, 0.77, 0.8, 0.78, 0.72, 0.77, 0.83, 0.72, 0.78, 0.73, 0.77, 0.68, 0.62, 0.75, 0.75, 0.73, 0.75, 0.73]",0.74,"[]",-
17,random_forest,"{'n_estimators': 280, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.78, 0.67, 0.78, 0.8, 0.78, 0.73, 0.77, 0.83, 0.72, 0.75, 0.72, 0.75, 0.72, 0.6, 0.73, 0.77, 0.72, 0.75, 0.72]",0.74,"[]",-
18,random_forest,"{'n_estimators': 60, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.78, 0.67, 0.75, 0.78, 0.77, 0.72, 0.78, 0.83, 0.72, 0.8, 0.7, 0.8, 0.68, 0.63, 0.78, 0.73, 0.7, 0.73, 0.73]",0.74,"[]",-
19,random_forest,"{'n_estimators': 80, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.78, 0.68, 0.77, 0.78, 0.77, 0.72, 0.77, 0.82, 0.72, 0.77, 0.67, 0.75, 0.73, 0.63, 0.78, 0.73, 0.75, 0.75, 0.72]",0.74,"[]",-
20,random_forest,"{'n_estimators': 300, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.78, 0.62, 0.78, 0.78, 0.78, 0.75, 0.75, 0.85, 0.77, 0.75, 0.72, 0.75, 0.7, 0.62, 0.75, 0.75, 0.73, 0.72, 0.72]",0.74,"[]",-
21,random_forest,"{'n_estimators': 180, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.78, 0.63, 0.78, 0.73, 0.78, 0.73, 0.77, 0.8, 0.75, 0.77, 0.72, 0.75, 0.73, 0.62, 0.77, 0.77, 0.73, 0.72, 0.72]",0.738,"[]",-
22,random_forest,"{'n_estimators': 100, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.78, 0.67, 0.75, 0.83, 0.78, 0.72, 0.77, 0.83, 0.72, 0.75, 0.68, 0.77, 0.7, 0.63, 0.73, 0.8, 0.72, 0.73, 0.7]",0.738,"[]",-
23,random_forest,"{'n_estimators': 50, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.78, 0.67, 0.77, 0.8, 0.78, 0.72, 0.75, 0.78, 0.72, 0.77, 0.7, 0.73, 0.73, 0.62, 0.73, 0.77, 0.72, 0.75, 0.75]",0.737,"[]",-
24,random_forest,"{'n_estimators': 130, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.78, 0.7, 0.75, 0.75, 0.78, 0.73, 0.78, 0.83, 0.72, 0.77, 0.68, 0.75, 0.68, 0.6, 0.8, 0.73, 0.73, 0.77, 0.7]",0.736,"[]",-
25,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.67, 0.78, 0.68, 0.75, 0.78, 0.78, 0.72, 0.75, 0.82, 0.73, 0.75, 0.68, 0.75, 0.72, 0.62, 0.78, 0.75, 0.77, 0.75, 0.7]",0.736,"[]",-
26,random_forest,"{'n_estimators': 20, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.73, 0.75, 0.68, 0.8, 0.77, 0.73, 0.7, 0.77, 0.85, 0.68, 0.78, 0.7, 0.72, 0.75, 0.62, 0.75, 0.77, 0.7, 0.75, 0.73]",0.736,"[]",-
27,random_forest,"{'n_estimators': 90, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.65, 0.78, 0.68, 0.73, 0.8, 0.8, 0.72, 0.77, 0.82, 0.73, 0.75, 0.7, 0.75, 0.7, 0.6, 0.78, 0.77, 0.7, 0.75, 0.73]",0.735,"[]",-
28,random_forest,"{'n_estimators': 190, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.78, 0.62, 0.77, 0.73, 0.77, 0.7, 0.75, 0.82, 0.73, 0.75, 0.72, 0.77, 0.73, 0.63, 0.78, 0.75, 0.77, 0.75, 0.7]",0.735,"[]",-
29,random_forest,"{'n_estimators': 10, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.67, 0.73, 0.65, 0.75, 0.78, 0.7, 0.68, 0.75, 0.83, 0.68, 0.73, 0.68, 0.73, 0.7, 0.58, 0.7, 0.8, 0.7, 0.7, 0.72]",0.713,"[]",-
