model_number,model_type,model_params,all_validation_scores,mean_validation_score,all_test_scores,mean_test_score
24,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.68, 0.72, 0.7, 0.68, 0.8, 0.78, 0.82, 0.68, 0.75, 0.62, 0.77, 0.67, 0.72, 0.77, 0.72, 0.78, 0.78, 0.7, 0.68]",0.727,"[]",-
25,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.68, 0.7, 0.73, 0.73, 0.8, 0.75, 0.78, 0.67, 0.7, 0.68, 0.78, 0.67, 0.7, 0.82, 0.75, 0.77, 0.8, 0.68, 0.67]",0.727,"[]",-
26,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.67, 0.7, 0.7, 0.72, 0.83, 0.77, 0.78, 0.7, 0.72, 0.67, 0.75, 0.63, 0.7, 0.78, 0.77, 0.78, 0.78, 0.68, 0.7]",0.726,"[]",-
27,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.68, 0.67, 0.7, 0.73, 0.85, 0.75, 0.78, 0.67, 0.67, 0.67, 0.75, 0.65, 0.72, 0.8, 0.8, 0.77, 0.77, 0.67, 0.7]",0.726,"[]",-
28,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.72, 0.67, 0.68, 0.72, 0.85, 0.75, 0.82, 0.65, 0.7, 0.67, 0.75, 0.67, 0.7, 0.77, 0.8, 0.77, 0.8, 0.65, 0.7]",0.726,"[]",-
29,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 4, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.72, 0.65, 0.72, 0.72, 0.8, 0.75, 0.78, 0.63, 0.7, 0.65, 0.78, 0.67, 0.75, 0.78, 0.8, 0.77, 0.8, 0.68, 0.67]",0.726,"[]",-
30,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.72, 0.7, 0.68, 0.72, 0.82, 0.77, 0.77, 0.68, 0.72, 0.67, 0.72, 0.67, 0.73, 0.78, 0.78, 0.75, 0.77, 0.68, 0.68]",0.725,"[]",-
31,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.68, 0.67, 0.72, 0.73, 0.78, 0.75, 0.78, 0.72, 0.72, 0.68, 0.73, 0.67, 0.72, 0.77, 0.72, 0.8, 0.8, 0.68, 0.68]",0.725,"[]",-
32,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.7, 0.7, 0.68, 0.73, 0.83, 0.77, 0.78, 0.68, 0.68, 0.67, 0.77, 0.65, 0.68, 0.77, 0.8, 0.78, 0.8, 0.68, 0.67]",0.725,"[]",-
33,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.72, 0.67, 0.72, 0.7, 0.77, 0.75, 0.78, 0.67, 0.7, 0.68, 0.77, 0.63, 0.7, 0.8, 0.77, 0.78, 0.8, 0.67, 0.7]",0.725,"[]",-
34,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.72, 0.65, 0.7, 0.68, 0.83, 0.77, 0.78, 0.63, 0.72, 0.7, 0.77, 0.67, 0.73, 0.8, 0.8, 0.75, 0.78, 0.67, 0.65]",0.725,"[]",-
35,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.72, 0.68, 0.72, 0.72, 0.8, 0.77, 0.78, 0.67, 0.68, 0.65, 0.75, 0.65, 0.7, 0.78, 0.78, 0.77, 0.78, 0.68, 0.7]",0.725,"[]",-
36,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.68, 0.65, 0.68, 0.73, 0.82, 0.75, 0.77, 0.65, 0.7, 0.7, 0.75, 0.67, 0.72, 0.8, 0.8, 0.78, 0.78, 0.67, 0.67]",0.725,"[]",-
37,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.73, 0.63, 0.72, 0.72, 0.8, 0.75, 0.8, 0.65, 0.7, 0.67, 0.75, 0.65, 0.72, 0.8, 0.77, 0.78, 0.8, 0.68, 0.65]",0.725,"[]",-
38,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.67, 0.7, 0.7, 0.7, 0.8, 0.77, 0.83, 0.7, 0.73, 0.65, 0.73, 0.63, 0.68, 0.8, 0.75, 0.78, 0.77, 0.7, 0.68]",0.724,"[]",-
39,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.67, 0.68, 0.72, 0.72, 0.83, 0.75, 0.78, 0.67, 0.7, 0.65, 0.77, 0.63, 0.72, 0.77, 0.77, 0.77, 0.8, 0.67, 0.7]",0.724,"[]",-
40,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.72, 0.7, 0.72, 0.72, 0.78, 0.75, 0.8, 0.7, 0.7, 0.65, 0.77, 0.63, 0.72, 0.78, 0.78, 0.78, 0.78, 0.68, 0.65]",0.724,"[]",-
41,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.68, 0.72, 0.7, 0.73, 0.8, 0.77, 0.8, 0.65, 0.72, 0.63, 0.75, 0.67, 0.68, 0.77, 0.77, 0.75, 0.82, 0.7, 0.7]",0.724,"[]",-
42,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.67, 0.72, 0.73, 0.68, 0.82, 0.75, 0.8, 0.67, 0.72, 0.67, 0.75, 0.65, 0.7, 0.78, 0.75, 0.77, 0.75, 0.68, 0.72]",0.724,"[]",-
43,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.72, 0.65, 0.7, 0.7, 0.83, 0.77, 0.78, 0.67, 0.7, 0.67, 0.75, 0.65, 0.72, 0.8, 0.77, 0.77, 0.78, 0.65, 0.68]",0.724,"[]",-
44,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.73, 0.7, 0.7, 0.72, 0.82, 0.75, 0.8, 0.72, 0.72, 0.68, 0.7, 0.63, 0.7, 0.78, 0.73, 0.77, 0.77, 0.7, 0.68]",0.724,"[]",-
45,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.7, 0.7, 0.7, 0.72, 0.8, 0.75, 0.8, 0.7, 0.68, 0.68, 0.72, 0.65, 0.72, 0.75, 0.78, 0.75, 0.77, 0.7, 0.72]",0.723,"[]",-
46,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 4, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.73, 0.72, 0.67, 0.68, 0.73, 0.78, 0.75, 0.77, 0.63, 0.72, 0.68, 0.78, 0.63, 0.75, 0.82, 0.77, 0.77, 0.78, 0.68, 0.63]",0.723,"[]",-
47,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.73, 0.7, 0.67, 0.68, 0.73, 0.85, 0.75, 0.78, 0.6, 0.72, 0.7, 0.77, 0.65, 0.73, 0.78, 0.78, 0.77, 0.77, 0.68, 0.63]",0.723,"[]",-
48,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.68, 0.7, 0.7, 0.7, 0.85, 0.77, 0.78, 0.63, 0.72, 0.67, 0.75, 0.63, 0.7, 0.8, 0.77, 0.77, 0.78, 0.67, 0.68]",0.723,"[]",-
49,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.68, 0.7, 0.73, 0.72, 0.78, 0.75, 0.82, 0.68, 0.72, 0.68, 0.75, 0.63, 0.7, 0.78, 0.75, 0.78, 0.78, 0.65, 0.7]",0.723,"[]",-
50,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.68, 0.72, 0.72, 0.72, 0.8, 0.77, 0.78, 0.68, 0.7, 0.65, 0.75, 0.67, 0.7, 0.78, 0.7, 0.77, 0.77, 0.67, 0.72]",0.722,"[]",-
51,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.72, 0.65, 0.7, 0.7, 0.82, 0.77, 0.78, 0.63, 0.7, 0.67, 0.77, 0.68, 0.72, 0.8, 0.77, 0.78, 0.77, 0.65, 0.68]",0.722,"[]",-
52,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.68, 0.73, 0.7, 0.7, 0.78, 0.75, 0.8, 0.67, 0.72, 0.65, 0.75, 0.63, 0.72, 0.77, 0.73, 0.78, 0.8, 0.68, 0.7]",0.722,"[]",-
53,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.7, 0.67, 0.68, 0.75, 0.8, 0.73, 0.77, 0.62, 0.72, 0.67, 0.77, 0.68, 0.77, 0.77, 0.78, 0.77, 0.78, 0.68, 0.63]",0.722,"[]",-
54,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.7, 0.68, 0.72, 0.72, 0.82, 0.75, 0.78, 0.65, 0.7, 0.67, 0.75, 0.65, 0.73, 0.8, 0.75, 0.77, 0.8, 0.63, 0.68]",0.722,"[]",-
55,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.75, 0.68, 0.63, 0.7, 0.7, 0.82, 0.75, 0.75, 0.62, 0.72, 0.67, 0.78, 0.63, 0.73, 0.8, 0.78, 0.8, 0.8, 0.67, 0.65]",0.722,"[]",-
56,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.7, 0.68, 0.7, 0.72, 0.8, 0.75, 0.77, 0.68, 0.7, 0.65, 0.73, 0.63, 0.72, 0.8, 0.78, 0.78, 0.8, 0.68, 0.68]",0.722,"[]",-
57,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.68, 0.68, 0.72, 0.72, 0.83, 0.75, 0.78, 0.65, 0.7, 0.63, 0.77, 0.67, 0.72, 0.78, 0.77, 0.75, 0.78, 0.68, 0.67]",0.722,"[]",-
58,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.75, 0.72, 0.67, 0.68, 0.72, 0.82, 0.75, 0.77, 0.62, 0.7, 0.67, 0.77, 0.68, 0.73, 0.78, 0.78, 0.78, 0.77, 0.63, 0.63]",0.721,"[]",-
59,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.68, 0.67, 0.72, 0.72, 0.82, 0.77, 0.77, 0.62, 0.7, 0.68, 0.75, 0.65, 0.72, 0.78, 0.73, 0.8, 0.78, 0.67, 0.65]",0.72,"[]",-
60,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.68, 0.68, 0.7, 0.73, 0.82, 0.75, 0.78, 0.65, 0.7, 0.65, 0.75, 0.65, 0.7, 0.78, 0.78, 0.77, 0.78, 0.67, 0.68]",0.72,"[]",-
61,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.68, 0.67, 0.72, 0.7, 0.82, 0.75, 0.75, 0.6, 0.7, 0.68, 0.77, 0.67, 0.75, 0.78, 0.78, 0.75, 0.78, 0.67, 0.68]",0.72,"[]",-
62,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.73, 0.7, 0.65, 0.68, 0.72, 0.82, 0.75, 0.78, 0.63, 0.7, 0.67, 0.73, 0.68, 0.72, 0.8, 0.78, 0.75, 0.78, 0.65, 0.67]",0.72,"[]",-
63,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.72, 0.62, 0.68, 0.72, 0.82, 0.75, 0.78, 0.67, 0.68, 0.67, 0.73, 0.65, 0.75, 0.78, 0.77, 0.75, 0.78, 0.68, 0.67]",0.719,"[]",-
64,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.67, 0.65, 0.68, 0.72, 0.8, 0.77, 0.77, 0.63, 0.7, 0.65, 0.77, 0.65, 0.77, 0.8, 0.77, 0.78, 0.78, 0.68, 0.67]",0.719,"[]",-
65,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.67, 0.67, 0.7, 0.7, 0.8, 0.75, 0.77, 0.63, 0.7, 0.68, 0.77, 0.72, 0.72, 0.78, 0.77, 0.75, 0.77, 0.68, 0.65]",0.719,"[]",-
66,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.65, 0.63, 0.7, 0.72, 0.8, 0.75, 0.8, 0.67, 0.68, 0.67, 0.75, 0.68, 0.77, 0.78, 0.77, 0.75, 0.78, 0.63, 0.7]",0.719,"[]",-
67,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.68, 0.63, 0.68, 0.72, 0.8, 0.77, 0.8, 0.63, 0.7, 0.68, 0.78, 0.67, 0.7, 0.8, 0.8, 0.7, 0.8, 0.68, 0.63]",0.718,"[]",-
68,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.67, 0.67, 0.73, 0.7, 0.73, 0.78, 0.73, 0.8, 0.67, 0.72, 0.67, 0.73, 0.67, 0.72, 0.78, 0.72, 0.77, 0.78, 0.65, 0.68]",0.718,"[]",-
69,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.68, 0.67, 0.72, 0.7, 0.8, 0.75, 0.77, 0.62, 0.72, 0.68, 0.77, 0.65, 0.72, 0.78, 0.8, 0.78, 0.78, 0.65, 0.63]",0.718,"[]",-
70,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.72, 0.65, 0.7, 0.7, 0.83, 0.73, 0.77, 0.67, 0.68, 0.63, 0.75, 0.65, 0.73, 0.78, 0.78, 0.77, 0.78, 0.65, 0.7]",0.718,"[]",-
71,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.68, 0.67, 0.7, 0.7, 0.8, 0.75, 0.77, 0.62, 0.72, 0.67, 0.7, 0.65, 0.75, 0.77, 0.8, 0.8, 0.78, 0.68, 0.63]",0.718,"[]",-
72,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.68, 0.65, 0.7, 0.7, 0.78, 0.75, 0.77, 0.63, 0.72, 0.67, 0.73, 0.67, 0.78, 0.77, 0.82, 0.78, 0.75, 0.68, 0.63]",0.718,"[]",-
73,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.72, 0.65, 0.72, 0.7, 0.8, 0.75, 0.78, 0.67, 0.67, 0.67, 0.68, 0.67, 0.72, 0.8, 0.75, 0.77, 0.78, 0.67, 0.68]",0.718,"[]",-
74,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.68, 0.63, 0.68, 0.72, 0.82, 0.77, 0.78, 0.65, 0.7, 0.65, 0.75, 0.65, 0.72, 0.78, 0.75, 0.78, 0.77, 0.68, 0.67]",0.718,"[]",-
75,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.75, 0.68, 0.67, 0.68, 0.68, 0.8, 0.73, 0.78, 0.62, 0.7, 0.7, 0.77, 0.65, 0.75, 0.8, 0.78, 0.73, 0.78, 0.67, 0.63]",0.718,"[]",-
76,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.68, 0.63, 0.7, 0.7, 0.83, 0.75, 0.8, 0.63, 0.7, 0.63, 0.73, 0.67, 0.7, 0.78, 0.77, 0.78, 0.8, 0.68, 0.68]",0.717,"[]",-
77,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.67, 0.67, 0.7, 0.73, 0.78, 0.75, 0.78, 0.6, 0.72, 0.67, 0.72, 0.68, 0.78, 0.78, 0.77, 0.75, 0.77, 0.67, 0.63]",0.717,"[]",-
78,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.65, 0.65, 0.68, 0.72, 0.78, 0.75, 0.8, 0.67, 0.68, 0.68, 0.75, 0.68, 0.72, 0.77, 0.75, 0.75, 0.8, 0.65, 0.7]",0.716,"[]",-
79,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.73, 0.65, 0.67, 0.68, 0.7, 0.82, 0.75, 0.77, 0.63, 0.7, 0.68, 0.77, 0.65, 0.73, 0.8, 0.77, 0.73, 0.77, 0.68, 0.65]",0.716,"[]",-
80,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.72, 0.7, 0.65, 0.67, 0.72, 0.82, 0.73, 0.75, 0.63, 0.68, 0.65, 0.73, 0.67, 0.7, 0.8, 0.78, 0.77, 0.8, 0.67, 0.68]",0.716,"[]",-
81,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.68, 0.65, 0.68, 0.72, 0.77, 0.77, 0.78, 0.6, 0.72, 0.65, 0.78, 0.67, 0.75, 0.78, 0.77, 0.75, 0.8, 0.65, 0.65]",0.716,"[]",-
82,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.7, 0.65, 0.7, 0.73, 0.78, 0.75, 0.77, 0.6, 0.68, 0.7, 0.75, 0.67, 0.73, 0.77, 0.8, 0.77, 0.77, 0.67, 0.62]",0.715,"[]",-
83,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.73, 0.68, 0.67, 0.68, 0.72, 0.78, 0.73, 0.75, 0.6, 0.68, 0.7, 0.73, 0.65, 0.78, 0.78, 0.8, 0.77, 0.75, 0.68, 0.63]",0.714,"[]",-
84,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.68, 0.67, 0.7, 0.7, 0.82, 0.75, 0.77, 0.57, 0.7, 0.68, 0.77, 0.68, 0.73, 0.77, 0.77, 0.8, 0.75, 0.67, 0.62]",0.714,"[]",-
85,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.68, 0.67, 0.7, 0.7, 0.8, 0.75, 0.75, 0.62, 0.7, 0.67, 0.77, 0.63, 0.73, 0.78, 0.8, 0.77, 0.75, 0.67, 0.63]",0.714,"[]",-
86,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 4, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.68, 0.67, 0.68, 0.7, 0.77, 0.75, 0.77, 0.63, 0.7, 0.68, 0.75, 0.67, 0.73, 0.77, 0.78, 0.78, 0.77, 0.67, 0.63]",0.713,"[]",-
87,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.7, 0.68, 0.67, 0.7, 0.7, 0.77, 0.75, 0.77, 0.6, 0.67, 0.68, 0.77, 0.67, 0.77, 0.77, 0.77, 0.78, 0.75, 0.62, 0.65]",0.712,"[]",-
88,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.73, 0.7, 0.67, 0.7, 0.72, 0.8, 0.75, 0.77, 0.63, 0.7, 0.68, 0.7, 0.63, 0.7, 0.78, 0.75, 0.77, 0.77, 0.63, 0.65]",0.711,"[]",-
89,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.68, 0.65, 0.7, 0.68, 0.78, 0.75, 0.78, 0.6, 0.68, 0.68, 0.75, 0.68, 0.77, 0.77, 0.78, 0.73, 0.77, 0.65, 0.63]",0.71,"[]",-
