model_number,model_type,model_params,all_validation_scores,mean_validation_score,all_test_scores,mean_test_score
33,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.67, 0.72, 0.73, 0.78, 0.67, 0.73, 0.7, 0.75, 0.65, 0.72, 0.77, 0.7, 0.72, 0.77, 0.68, 0.73, 0.73, 0.75, 0.75, 0.73]",0.722,"[]",-
34,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.63, 0.7, 0.75, 0.78, 0.68, 0.73, 0.73, 0.78, 0.67, 0.73, 0.75, 0.7, 0.73, 0.75, 0.68, 0.7, 0.73, 0.75, 0.73, 0.75]",0.722,"[]",-
35,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 8, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.63, 0.72, 0.73, 0.78, 0.68, 0.68, 0.72, 0.75, 0.65, 0.7, 0.77, 0.72, 0.72, 0.77, 0.7, 0.72, 0.75, 0.73, 0.77, 0.75]",0.722,"[]",-
36,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 11, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.67, 0.67, 0.75, 0.77, 0.67, 0.7, 0.77, 0.75, 0.7, 0.7, 0.78, 0.73, 0.7, 0.73, 0.67, 0.73, 0.75, 0.72, 0.75, 0.73]",0.722,"[]",-
37,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.67, 0.73, 0.73, 0.77, 0.7, 0.7, 0.67, 0.77, 0.68, 0.68, 0.75, 0.72, 0.77, 0.78, 0.67, 0.73, 0.72, 0.75, 0.75, 0.7]",0.722,"[]",-
38,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 7, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.7, 0.75, 0.77, 0.68, 0.68, 0.73, 0.77, 0.68, 0.7, 0.75, 0.72, 0.72, 0.73, 0.68, 0.73, 0.73, 0.75, 0.75, 0.73]",0.722,"[]",-
39,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.67, 0.7, 0.7, 0.77, 0.72, 0.73, 0.7, 0.73, 0.7, 0.72, 0.75, 0.7, 0.73, 0.77, 0.7, 0.73, 0.75, 0.73, 0.72, 0.7]",0.721,"[]",-
40,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.72, 0.75, 0.77, 0.68, 0.68, 0.7, 0.78, 0.68, 0.7, 0.75, 0.73, 0.75, 0.77, 0.67, 0.7, 0.72, 0.73, 0.72, 0.73]",0.721,"[]",-
41,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 7, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.67, 0.72, 0.77, 0.78, 0.68, 0.68, 0.72, 0.77, 0.67, 0.7, 0.73, 0.72, 0.7, 0.75, 0.68, 0.75, 0.73, 0.73, 0.73, 0.73]",0.721,"[]",-
42,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.77, 0.73, 0.82, 0.65, 0.73, 0.72, 0.72, 0.63, 0.68, 0.77, 0.7, 0.7, 0.75, 0.68, 0.68, 0.73, 0.73, 0.77, 0.77]",0.72,"[]",-
43,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.73, 0.75, 0.8, 0.68, 0.68, 0.72, 0.78, 0.67, 0.67, 0.72, 0.72, 0.75, 0.77, 0.68, 0.7, 0.75, 0.7, 0.73, 0.72]",0.719,"[]",-
44,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 8, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.7, 0.73, 0.73, 0.82, 0.67, 0.75, 0.72, 0.72, 0.67, 0.7, 0.77, 0.72, 0.68, 0.75, 0.67, 0.67, 0.7, 0.72, 0.72, 0.77]",0.719,"[]",-
45,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 11, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.65, 0.73, 0.75, 0.8, 0.68, 0.73, 0.72, 0.78, 0.65, 0.67, 0.75, 0.75, 0.7, 0.73, 0.68, 0.73, 0.72, 0.68, 0.75, 0.73]",0.719,"[]",-
46,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.7, 0.72, 0.75, 0.82, 0.63, 0.72, 0.68, 0.77, 0.67, 0.68, 0.78, 0.72, 0.72, 0.75, 0.67, 0.68, 0.72, 0.7, 0.73, 0.77]",0.719,"[]",-
47,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 9, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.67, 0.7, 0.73, 0.77, 0.68, 0.72, 0.73, 0.77, 0.65, 0.7, 0.75, 0.73, 0.72, 0.75, 0.67, 0.72, 0.7, 0.7, 0.75, 0.77]",0.719,"[]",-
48,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 11, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.65, 0.7, 0.77, 0.77, 0.65, 0.68, 0.7, 0.77, 0.67, 0.72, 0.78, 0.7, 0.7, 0.73, 0.68, 0.75, 0.75, 0.72, 0.75, 0.72]",0.718,"[]",-
49,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.68, 0.7, 0.75, 0.82, 0.65, 0.68, 0.73, 0.77, 0.65, 0.7, 0.75, 0.73, 0.75, 0.75, 0.68, 0.67, 0.72, 0.7, 0.7, 0.77]",0.717,"[]",-
50,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.7, 0.7, 0.78, 0.78, 0.7, 0.68, 0.7, 0.75, 0.67, 0.68, 0.77, 0.72, 0.72, 0.77, 0.65, 0.65, 0.75, 0.73, 0.72, 0.72]",0.717,"[]",-
51,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.67, 0.7, 0.75, 0.77, 0.67, 0.65, 0.68, 0.77, 0.68, 0.72, 0.77, 0.73, 0.73, 0.77, 0.67, 0.73, 0.75, 0.7, 0.73, 0.7]",0.717,"[]",-
52,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.68, 0.72, 0.75, 0.82, 0.65, 0.68, 0.73, 0.78, 0.65, 0.68, 0.77, 0.72, 0.7, 0.7, 0.68, 0.72, 0.72, 0.72, 0.73, 0.73]",0.717,"[]",-
53,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 9, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.67, 0.72, 0.75, 0.77, 0.67, 0.65, 0.72, 0.78, 0.63, 0.7, 0.78, 0.73, 0.72, 0.75, 0.68, 0.7, 0.68, 0.73, 0.75, 0.75]",0.716,"[]",-
54,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.63, 0.72, 0.73, 0.77, 0.68, 0.75, 0.68, 0.77, 0.67, 0.68, 0.75, 0.7, 0.72, 0.78, 0.68, 0.72, 0.72, 0.72, 0.72, 0.72]",0.716,"[]",-
55,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 9, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.68, 0.75, 0.73, 0.82, 0.65, 0.72, 0.7, 0.77, 0.65, 0.67, 0.72, 0.68, 0.7, 0.73, 0.67, 0.68, 0.72, 0.72, 0.75, 0.77]",0.714,"[]",-
56,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.73, 0.75, 0.8, 0.67, 0.67, 0.75, 0.77, 0.63, 0.65, 0.72, 0.7, 0.73, 0.78, 0.67, 0.67, 0.72, 0.77, 0.75, 0.68]",0.714,"[]",-
57,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 11, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.7, 0.75, 0.82, 0.65, 0.7, 0.68, 0.75, 0.7, 0.68, 0.75, 0.7, 0.7, 0.73, 0.67, 0.67, 0.73, 0.7, 0.75, 0.78]",0.714,"[]",-
58,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.68, 0.7, 0.73, 0.8, 0.67, 0.7, 0.7, 0.75, 0.65, 0.7, 0.78, 0.7, 0.68, 0.73, 0.67, 0.65, 0.73, 0.7, 0.77, 0.77]",0.713,"[]",-
59,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.7, 0.72, 0.8, 0.63, 0.75, 0.68, 0.68, 0.63, 0.68, 0.75, 0.72, 0.7, 0.73, 0.65, 0.7, 0.72, 0.73, 0.77, 0.75]",0.708,"[]",-
60,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 9, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.68, 0.73, 0.73, 0.8, 0.65, 0.75, 0.68, 0.7, 0.65, 0.7, 0.78, 0.7, 0.67, 0.72, 0.65, 0.63, 0.7, 0.75, 0.73, 0.75]",0.708,"[]",-
61,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 7, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.68, 0.72, 0.73, 0.8, 0.63, 0.7, 0.73, 0.68, 0.67, 0.68, 0.77, 0.72, 0.68, 0.73, 0.67, 0.67, 0.7, 0.75, 0.72, 0.7]",0.706,"[]",-
62,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 8, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.7, 0.73, 0.8, 0.65, 0.7, 0.73, 0.7, 0.67, 0.67, 0.75, 0.72, 0.68, 0.75, 0.68, 0.65, 0.67, 0.73, 0.73, 0.72]",0.705,"[]",-
63,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.7, 0.7, 0.72, 0.8, 0.65, 0.7, 0.72, 0.73, 0.65, 0.68, 0.73, 0.7, 0.68, 0.73, 0.67, 0.67, 0.7, 0.73, 0.72, 0.72]",0.705,"[]",-
64,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.72, 0.73, 0.8, 0.65, 0.73, 0.7, 0.7, 0.65, 0.7, 0.73, 0.7, 0.67, 0.73, 0.67, 0.65, 0.7, 0.72, 0.73, 0.72]",0.704,"[]",-
65,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': 11, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': None}","[0.67, 0.68, 0.72, 0.78, 0.63, 0.72, 0.72, 0.7, 0.62, 0.7, 0.77, 0.7, 0.67, 0.72, 0.67, 0.7, 0.72, 0.72, 0.73, 0.72]",0.703,"[]",-
