model_number,model_type,model_params,all_validation_scores,mean_validation_score,all_test_scores,mean_test_score
40,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.78, 0.73, 0.72, 0.7, 0.73, 0.77, 0.65, 0.68, 0.68, 0.68, 0.73, 0.68, 0.75, 0.88, 0.77, 0.7, 0.67, 0.78, 0.83, 0.78]",0.734,"[]",-
41,random_forest,"{'n_estimators': 225, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.82, 0.7, 0.72, 0.73, 0.72, 0.75, 0.65, 0.68, 0.68, 0.67, 0.73, 0.75, 0.75, 0.83, 0.78, 0.68, 0.65, 0.8, 0.82, 0.78]",0.734,"[]",-
42,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.8, 0.73, 0.7, 0.75, 0.72, 0.77, 0.67, 0.7, 0.68, 0.65, 0.73, 0.7, 0.72, 0.85, 0.75, 0.7, 0.65, 0.78, 0.85, 0.78]",0.734,"[]",-
43,random_forest,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.82, 0.72, 0.7, 0.75, 0.72, 0.77, 0.65, 0.7, 0.7, 0.65, 0.73, 0.72, 0.72, 0.85, 0.75, 0.7, 0.67, 0.78, 0.8, 0.77]",0.734,"[]",-
44,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.82, 0.72, 0.7, 0.75, 0.72, 0.77, 0.63, 0.72, 0.65, 0.67, 0.7, 0.73, 0.75, 0.85, 0.77, 0.7, 0.63, 0.78, 0.83, 0.78]",0.733,"[]",-
45,random_forest,"{'n_estimators': 220, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.8, 0.72, 0.7, 0.72, 0.72, 0.77, 0.65, 0.68, 0.67, 0.67, 0.68, 0.77, 0.72, 0.88, 0.78, 0.68, 0.68, 0.78, 0.82, 0.78]",0.733,"[]",-
46,random_forest,"{'n_estimators': 205, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.85, 0.7, 0.7, 0.75, 0.72, 0.77, 0.65, 0.7, 0.68, 0.67, 0.7, 0.75, 0.68, 0.82, 0.77, 0.7, 0.65, 0.8, 0.83, 0.77]",0.733,"[]",-
47,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.8, 0.7, 0.7, 0.77, 0.75, 0.75, 0.63, 0.68, 0.65, 0.67, 0.75, 0.73, 0.72, 0.85, 0.73, 0.7, 0.67, 0.8, 0.85, 0.75]",0.732,"[]",-
48,random_forest,"{'n_estimators': 220, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.82, 0.73, 0.7, 0.72, 0.72, 0.77, 0.65, 0.68, 0.67, 0.65, 0.7, 0.73, 0.68, 0.87, 0.75, 0.72, 0.7, 0.78, 0.82, 0.78]",0.732,"[]",-
49,random_forest,"{'n_estimators': 195, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.8, 0.72, 0.72, 0.72, 0.73, 0.75, 0.65, 0.7, 0.68, 0.67, 0.68, 0.73, 0.7, 0.87, 0.77, 0.7, 0.68, 0.78, 0.82, 0.77]",0.732,"[]",-
50,random_forest,"{'n_estimators': 230, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.82, 0.7, 0.7, 0.78, 0.72, 0.77, 0.63, 0.7, 0.67, 0.65, 0.72, 0.7, 0.72, 0.85, 0.75, 0.7, 0.68, 0.77, 0.83, 0.77]",0.731,"[]",-
51,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': None}","[0.8, 0.7, 0.72, 0.75, 0.72, 0.77, 0.65, 0.68, 0.65, 0.65, 0.72, 0.72, 0.73, 0.87, 0.77, 0.7, 0.65, 0.8, 0.82, 0.73]",0.73,"[]",-
52,random_forest,"{'n_estimators': 225, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.78, 0.75, 0.7, 0.72, 0.73, 0.75, 0.63, 0.68, 0.67, 0.65, 0.68, 0.75, 0.72, 0.85, 0.77, 0.7, 0.65, 0.8, 0.83, 0.78]",0.729,"[]",-
53,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None}","[0.83, 0.7, 0.7, 0.72, 0.7, 0.77, 0.65, 0.68, 0.65, 0.67, 0.68, 0.72, 0.73, 0.82, 0.75, 0.73, 0.67, 0.78, 0.8, 0.82]",0.729,"[]",-
